case_id,n_events,duration_days
Application_000779,15,3.924497163865741
Application_000780,16,1.8991895767708333
Application_000781,19,3.438234043888889
Application_000782,16,2.2739880147685185
Application_000783,16,9.080625441666667
Application_000784,21,6.706073156550926
Application_000785,16,1.1491293202893518
Application_000786,15,5.4556297944444445
Application_000787,16,2.285189652696759
Application_000788,7,2.256126740300926
Application_000789,22,8.130394825902778
Application_000790,21,5.384493840358797
Application_000791,20,3.6063046540625
Application_000792,15,1.7378508301967595
Application_000793,26,4.800633458020833
Application_000794,15,4.198369961944445
Application_000795,14,4.6522724455902775
Application_000796,16,2.9657865015162037
Application_000797,20,4.275836574710648
Application_000798,29,12.860020036979167
Application_000799,14,2.383256383402778
Application_000800,19,2.7656535376504627
Application_000801,19,5.937994717557871
Application_000802,14,4.144334115335648
Application_000803,24,11.766057733078704
Application_000804,14,2.3571544118287036
Application_000805,16,3.52438898943287
Application_000806,16,3.8508099365509256
Application_000807,23,4.891954050543982
Application_000808,16,2.3800117354166668
Application_000809,18,4.284986044270833
Application_000810,15,5.312221039780093
Application_000811,27,12.175136685995371
Application_000812,21,4.5869484553125
Application_000813,16,1.6869746188657406
Application_000814,23,11.253259220046296
Application_000815,16,2.375128414490741
Application_000816,20,3.8716230131712965
Application_000817,20,3.3568317765277773
Application_000818,16,2.3746279713310185
Application_000819,15,4.788050773587963
Application_000820,7,0.38343727689814816
Application_000821,16,2.390083132858796
Application_000822,19,3.65783179900463
Application_000823,26,6.7324168753124995
Application_000824,14,1.6410626244212962
Application_000825,16,2.5345047711805555
Application_000826,16,1.1297815381365741
Application_000827,26,2.6999426359837964
Application_000828,20,9.861061002256944
Application_000829,15,3.055353060300926
Application_000830,13,2.3327810850578703
Application_000831,21,4.048528966770833
Application_000832,21,4.798167467546296
Application_000833,19,2.337077892939815
Application_000834,19,5.131886371712963
Application_000835,14,3.687150062141203
Application_000836,20,3.1712412963541667
Application_000837,18,3.892353235486111
Application_000838,16,1.0783314978240741
Application_000839,26,5.36329118306713
Application_000840,18,5.246378745972222
Application_000841,25,7.695748819178241
Application_000842,15,2.925177216574074
Application_000843,15,2.9432386919444444
Application_000844,15,2.2169227304282404
Application_000845,21,2.3832370078703704
Application_000846,15,4.997689574386574
Application_000847,16,4.706149234861111
Application_000848,15,6.194761593252315
Application_000849,10,1.0294539547685184
Application_000850,18,6.77941984224537
Application_000851,22,5.371991638993056
Application_000852,16,2.2589933766550927
Application_000853,17,6.7292935827662035
Application_000854,22,4.796623759178241
Application_000855,14,2.366965407534722
Application_000856,18,5.6709056640625
Application_000857,21,4.796919280983796
